filename,sigma_px,defocus_mm,focus_status,diameter_original_px,original_size,material
7_mm_4_z-7.40mm.png,7.19659086316824,4.567443177977431,out_of_focus,704.0634155273438,"(860, 860)",preprocessed_crops
7_mm_50_z+1.80mm.png,2.119898721575737,1.2883856723123492,out_of_focus,722.2013549804688,"(860, 860)",preprocessed_crops
7_mm_51_z+2.00mm.png,2.238156129606068,1.3647686458287844,out_of_focus,721.9522094726562,"(860, 860)",preprocessed_crops
7_mm_52_z+2.20mm.png,2.384530445560813,1.4593124523038088,out_of_focus,721.5352172851562,"(860, 860)",preprocessed_crops
7_mm_53_z+2.40mm.png,2.5497416080906987,1.5660230598025213,out_of_focus,721.4820556640625,"(860, 860)",preprocessed_crops
7_mm_54_z+2.60mm.png,2.694452777504921,1.6594926327028836,out_of_focus,721.1608276367188,"(860, 860)",preprocessed_crops
7_mm_55_z+2.80mm.png,2.8982170624658465,1.7911048694413534,out_of_focus,721.2321166992188,"(860, 860)",preprocessed_crops
7_mm_56_z+3.00mm.png,2.9782265052199364,1.842783316049814,out_of_focus,720.9044189453125,"(860, 860)",preprocessed_crops
7_mm_57_z+3.20mm.png,3.190227230079472,1.9797155050950677,out_of_focus,720.703125,"(860, 860)",preprocessed_crops
7_mm_58_z+3.40mm.png,3.4652377013117075,2.157345963015188,out_of_focus,720.6083374023438,"(860, 860)",preprocessed_crops
7_mm_59_z+3.60mm.png,3.5255286656320095,2.1962881587529535,out_of_focus,720.0726318359375,"(860, 860)",preprocessed_crops
7_mm_5_z-7.20mm.png,7.174177430570126,4.552966244506041,out_of_focus,703.6749267578125,"(860, 860)",preprocessed_crops
7_mm_60_z+3.80mm.png,3.6995138972997665,2.308665975619366,out_of_focus,719.9385986328125,"(860, 860)",preprocessed_crops
7_mm_61_z+4.00mm.png,3.929661260917783,2.4573191574615008,out_of_focus,720.0582275390625,"(860, 860)",preprocessed_crops
7_mm_6_z-7.00mm.png,7.149045616388321,4.536733496562027,out_of_focus,704.12744140625,"(860, 860)",preprocessed_crops
7_mm_7_z-6.80mm.png,6.951979771256447,4.409447811204869,out_of_focus,703.1604614257812,"(860, 860)",preprocessed_crops
7_mm_8_z-6.60mm.png,6.7460715770721436,4.276450814186612,out_of_focus,703.8372192382812,"(860, 860)",preprocessed_crops
7_mm_9_z-6.40mm.png,6.727401725947857,4.264391876250002,out_of_focus,704.378662109375,"(860, 860)",preprocessed_crops
